"['ionic', 2, 0, 0]"
"['non-negative matrix factorization', 1, 0, 0]"
"['m sql server 2005', 1, 0, 0]"
"['model view controller', 1, 0, 0]"
"['microsoft ssrs', 4, 0, 0]"
"['ssrs .', 1, 0, 0]"
"['access 2000 .', 1, 0, 0]"
"['apache hadoop sqoop', 1, 0, 0]"
"['loader', 2, 0, 0]"
"['m access 2000 .', 1, 0, 0]"
"['oracle form', 2, 0, 0]"
"['sql server .', 2, 0, 0]"
"['embed system', 2, 0, 0]"
"['raspberry pi', 2, 0, 0]"
"['embed programming', 1, 0, 0]"
"['image processing', 4, 0, 0]"
"['database development', 3, 0, 0]"
"['ab initio', 1, 0, 0]"
"['t-sql', 10, 0, 0]"
"['accounting', 4, 15, 3.75]"
"['financial reporting', 1, 0, 0]"
"['hpa ( sspa , twta , kpa )', 1, 0, 0]"
"['m & c software', 1, 0, 0]"
"['microsoft office suite , include access', 1, 0, 0]"
"['tmde ( spectrum analyzer , fireberd , multimeters )', 1, 0, 0]"
"['tdma , fdma', 1, 0, 0]"
"['.net', 8, 0, 0]"
"['hive .', 1, 0, 0]"
"['m visio', 1, 0, 0]"
"['version control', 5, 0, 0]"
"['crm', 6, 8, 1.3333333333333333]"
"['microsoft crm', 1, 0, 0]"
"['m powerpoint', 5, 0, 0]"
"['ssd', 1, 0, 0]"
"['risk management', 2, 0, 0]"
"['material science', 1, 0, 0]"
"['transmission', 1, 2, 2.0]"
"['sa ( statistical analysis system )', 1, 0, 0]"
"['batch file', 1, 0, 0]"
"['statistical programming', 1, 0, 0]"
"['rational', 4, 3, 0.75]"
"['clearcase', 1, 0, 0]"
"['microsoft visio', 1, 0, 0]"
"['prolog', 1, 0, 0]"
"['bioinformatics', 3, 25, 8.333333333333334]"
"['system analysis', 2, 0, 0]"
"['build management', 1, 0, 0]"
"['mapping', 3, 13, 4.333333333333333]"
"['requirement gather', 1, 0, 0]"
"['internet security', 1, 0, 0]"
"['monoclonal', 2, 0, 0]"
"['medium prep', 1, 0, 0]"
"['therapy', 2, 3, 1.5]"
"['distribute system', 1, 0, 0]"
"['identity management', 1, 0, 0]"
"['risk analysis', 1, 0, 0]"
"['tibco', 3, 1, 0.3333333333333333]"
"['microsoft dynamic', 1, 0, 0]"
"['dynamic crm', 1, 0, 0]"
"['microsoft dynamic crm', 1, 0, 0]"
"['visual studio .net', 2, 0, 0]"
"['object orient', 2, 0, 0]"
"['database system', 2, 0, 0]"
"['factor analysis', 17, 0, 0]"
"['team foundation server', 2, 0, 0]"
"['executive level', 1, 0, 0]"
"['presentation skill', 4, 0, 0]"
"['rapid miner', 3, 0, 0]"
"['postgres', 6, 10, 1.6666666666666667]"
"['modeling : machine learn algorithm ( classification , cluster , dimensionality reduction & feature discovery , ensemble model ) , general/generalized linear model , hypothesis testing , model selection & regularization , non-parametric analysis , structure equation modeling , survival analysis , text analysis , time series analysis', 1, 0, 0]"
"['analytical tool : r , python , sql , hive , sas , sas enterprise miner , tableau , rapidminer , weka , latex , lisrel', 1, 0, 0]"
"['d3.js', 70, 0, 0]"
"['solr', 4, 5, 1.25]"
"['apache solr', 1, 0, 0]"
"['marklogic', 2, 0, 0]"
"['powercenter', 1, 0, 0]"
"['pivot table', 6, 0, 0]"
"['computer model', 1, 0, 0]"
"['ceqa', 1, 0, 0]"
"['nepa', 1, 0, 0]"
"['robotic', 1, 4, 4.0]"
"['environmental analysis', 1, 0, 0]"
"['water compliance', 1, 0, 0]"
"['aseptic', 2, 0, 0]"
"['spectroscopy', 2, 0, 0]"
"['microbiological', 1, 0, 0]"
"['autoclave', 1, 0, 0]"
"['base sa , sa em , sa eg', 1, 0, 0]"
"['alteryx', 1, 14, 14.0]"
"['power pivot', 1, 0, 0]"
"['azure ml', 1, 0, 0]"
"['datarobot', 1, 0, 0]"
"['deep learning .', 1, 0, 0]"
"['apply machine learn', 1, 0, 0]"
"['multitasking', 2, 5, 2.5]"
"['amazon emr', 1, 0, 0]"
"['internet explorer', 1, 0, 0]"
"['safari', 1, 2, 2.0]"
"['collection', 3, 94, 31.333333333333332]"
"['biomedical', 1, 11, 11.0]"
"['window 10', 2, 0, 0]"
"['macos', 2, 3, 1.5]"
"['sql server 2012', 3, 0, 0]"
"['sqlite', 5, 1, 0.2]"
"['io', 1, 2, 2.0]"
"['ambari', 2, 1, 0.5]"
"['erp', 6, 3, 0.5]"
"['ui designer', 1, 0, 0]"
"['machine learning .', 3, 0, 0]"
"['object orient programming', 1, 0, 0]"
"['estimation', 1, 10, 10.0]"
"['statsmodels', 1, 2, 2.0]"
"['mechanical engineering', 1, 0, 0]"
"['optical character recognition', 2, 0, 0]"
"['hadoop mapreduce', 1, 0, 0]"
"['markov', 4, 9, 2.25]"
"['bayesian network', 1, 0, 0]"
"['immunohistochemistry', 2, 0, 0]"
"['immunofluorescence', 2, 0, 0]"
"['microscopy', 2, 1, 0.5]"
"['business case', 1, 0, 0]"
"['business case development', 1, 0, 0]"
"['segmentation', 4, 50, 12.5]"
"['python , r', 1, 0, 0]"
"['sql , mongodb', 1, 0, 0]"
"['data manipulation', 3, 0, 0]"
"['prophet', 2, 0, 0]"
"['cache', 1, 0, 0]"
"['time-series', 3, 0, 0]"
"['microsoft sql server 2008', 1, 0, 0]"
"['oracle 10g', 4, 0, 0]"
"['microsoft sql server analysis service', 1, 0, 0]"
"['sql server analysis service', 1, 0, 0]"
"['ms visual studio', 1, 0, 0]"
"['analysis service', 1, 0, 0]"
"['cell biology', 2, 0, 0]"
"['no-sql', 1, 0, 0]"
"['proposal development', 1, 0, 0]"
"['human factor', 1, 0, 0]"
"['ecommerce', 1, 42, 42.0]"
"['retail', 2, 55, 27.5]"
"['couchdb', 1, 0, 0]"
"['application server', 1, 0, 0]"
"['cucumber', 1, 0, 0]"
"['parse', 1, 1, 1.0]"
"['copy write', 1, 0, 0]"
"['omniture', 1, 0, 0]"
"['domo', 1, 7, 7.0]"
"['redshift', 2, 37, 18.5]"
"['databricks', 1, 5, 5.0]"
"['sample', 1, 11, 11.0]"
"['statistical classification', 1, 0, 0]"
"['regression modeling', 1, 0, 0]"
"['json', 7, 7, 1.0]"
"['data validation', 1, 0, 0]"
"['data scientist', 1, 0, 0]"
"['data reporting', 1, 0, 0]"
"['ehr', 2, 5, 2.5]"
"['cerner', 3, 1, 0.3333333333333333]"
"['mckesson', 1, 0, 0]"
"['meditech', 1, 0, 0]"
"['pytorch', 3, 46, 15.333333333333334]"
"['natural language processing ( nlp )', 1, 0, 0]"
"['spacy', 1, 7, 7.0]"
"['stata', 3, 23, 7.666666666666667]"
"['fast learner', 1, 0, 0]"
"['problem solver', 2, 0, 0]"
"['team player', 4, 0, 0]"
"['office skill', 1, 0, 0]"
"['pyt', 1, 0, 0]"
"['chromatography', 4, 0, 0]"
"['gas chromatography', 1, 0, 0]"
"['liquid chromatography', 1, 0, 0]"
"['spectrometry', 1, 0, 0]"
"['spectrophotometer', 2, 0, 0]"
"['project planning', 2, 0, 0]"
"['microsoft project', 3, 0, 0]"
"['supply chain management', 1, 0, 0]"
"['reliability analysis', 1, 0, 0]"
"['maintenance planning', 1, 0, 0]"
"['icp/ms , hplc , gc , microsoft office , spanish', 1, 0, 0]"
"['dissolution', 3, 0, 0]"
"['dissolution test', 2, 0, 0]"
"['viscosity', 2, 0, 0]"
"['dsc', 1, 0, 0]"
"['solid dosage', 1, 0, 0]"
"['ind', 1, 1, 1.0]"
"['cmc', 1, 0, 0]"
"['preformulation', 2, 0, 0]"
"['formulation development', 1, 0, 0]"
"['python + panda + numpy/scipy', 1, 0, 0]"
"['r - caret , mouse for ml and data manipulation', 1, 0, 0]"
"['dnn kera ( tensorflow , theano as a backend )', 1, 0, 0]"
"['jupyter for quick prototyping', 1, 0, 0]"
"['comsol', 1, 0, 0]"
"['snowflake', 1, 5, 5.0]"
"['powerbi', 2, 18, 9.0]"
"['spc', 1, 2, 2.0]"
"['team building', 1, 0, 0]"
"['team development', 1, 0, 0]"
"['ddl', 1, 0, 0]"
"['regex', 3, 1, 0.3333333333333333]"
"['ood', 2, 0, 0]"
"['hive/sql', 1, 0, 0]"
"['lucene', 2, 2, 1.0]"
"['time series analysis', 1, 0, 0]"
"['teach experience', 1, 0, 0]"
"['communication , multitasking , prioritize , organization , adaptability , interpersonal skill , flexibilty , problem-solving abilitie', 1, 0, 0]"
"['android studio', 2, 0, 0]"
"['selenium webdriver', 1, 0, 0]"
"['android', 3, 6, 2.0]"
"['oraclesql', 1, 0, 0]"
"['mssql', 1, 2, 2.0]"
"['business intelligence tool : microstrategy , business object , power bi , tableau , crystal report and crystal xcelsius .', 1, 0, 0]"
"['etl tool : informatica 8x , bo data service and dts', 1, 0, 0]"
"['machine learn algorithm : linear regression , logistic regression , decision tree , svm and time series analysis', 1, 0, 0]"
"['rdbms : oracle , sql server and netezza .', 1, 0, 0]"
"['tool : sql * loader , toad 7.1 , erwin 3.5.2 , sql developer .', 1, 0, 0]"
"['language & package sql , pl/sql , r , python ( pandas , numpy , matplotlib , seaborn , ggplot2 and scikit-learn )', 1, 0, 0]"
"['bigdata big data hadoop and hive .', 1, 0, 0]"
"['operate system : window , linux and unix .', 1, 0, 0]"
"['tdm', 1, 0, 0]"
"['pathology', 1, 3, 3.0]"
"['statistical modeling', 7, 0, 0]"
"['exploration', 1, 41, 41.0]"
"['hematology', 1, 0, 0]"
"['phlebotomy', 1, 0, 0]"
"['blood bank', 1, 0, 0]"
"['feature learn', 1, 0, 0]"
"['edi', 1, 0, 0]"
"['search engine', 1, 0, 0]"
"['use case', 2, 0, 0]"
"['search engine optimization', 1, 0, 0]"
"['hpc .', 1, 0, 0]"
"['neuroscience', 2, 6, 3.0]"
"['forex trading', 1, 0, 0]"
"['account management', 1, 0, 0]"
"['parallel and cloud computation', 1, 0, 0]"
"['fixed income', 1, 0, 0]"
"['angularjs', 2, 1, 0.5]"
"['data integration', 3, 0, 0]"
"['visual basic', 4, 0, 0]"
"['html 5', 1, 0, 0]"
"['manifold gi', 1, 0, 0]"
"['qa', 1, 13, 13.0]"
"['fishery', 1, 0, 0]"
"['water quality', 1, 0, 0]"
"['knowledge on database : relational database , relational design theory , sql . knowledge on machine learning : linear regression , logistic regression , ridge regression and lasso , linear discriminant analysis , k-nearest neighbor , support vector machine , principal component analysis , k-means clustering , anomaly detection , decision tree , bagging , random forest , boost , etc . knowledge on deep learning : convolutional neural network ( cnn ) , recurrent neural network ( rnn ) , long short-term memory ( lstm ) , residual neural network ( resnet ) , etc . ? knowledge on massive datasets mining : mapreduce , recommender system , dimensionality reduction , etc . software : python , r , tensorflow , caffe , azure ml , mysql , matlab , html , git , microsoft office suite .', 1, 0, 0]"
"['abaqus', 1, 0, 0]"
"['finite element analysis', 1, 0, 0]"
"['artificial lift failure analysis', 1, 0, 0]"
"['advance sql', 1, 0, 0]"
"['production engineering', 1, 0, 0]"
"['xspoc', 1, 0, 0]"
"['openwells', 1, 0, 0]"
"['agile', 2, 106, 53.0]"
"['cloud compute', 2, 0, 0]"
"['hibernate', 1, 1, 1.0]"
"['spring', 2, 3, 1.5]"
"['strut', 1, 0, 0]"
"['ant', 1, 0, 0]"
"['maven', 1, 2, 2.0]"
"['node.js', 5, 0, 0]"
"['bayesian statistic', 6, 0, 0]"
"['time series', 1, 0, 0]"
"['application software', 1, 0, 0]"
"['spss modeler', 1, 0, 0]"
"['economic forecasting', 1, 0, 0]"
"['econometrics', 2, 51, 25.5]"
"['project coordination', 1, 0, 0]"
"['policy development', 1, 0, 0]"
"['nielsen', 1, 3, 3.0]"
"['birst', 1, 0, 0]"
"['gooddata', 1, 2, 2.0]"
"['klipfolio', 1, 0, 0]"
"['pentaho', 2, 2, 1.0]"
"['neo4j', 1, 0, 0]"
"['npd', 2, 1, 0.5]"
"['sap business object', 1, 0, 0]"
"['salesforce.com', 2, 0, 0]"
"['salesforce , sterling , microsoft word , acer , internet explorer , dual monitor ( 3 ) , knowledge , powerpoint , outlook , multi-line ibm phone system , soft phone , axion , ieb-nice , data entry , inbound/outbound call , base 24 system , fax/emails , excel spreadsheet , medical document , and encryption for security purpose . quality assurance .', 1, 0, 0]"
"['salesforce , sterling , microsoft word , acer , idual monitor ( 3 ) , knowledge , powerpoint , outlook , multi-line ibm phone system , soft phone , axion , ieb-nice , data entry , inbound/outbound call , base 24 system , fax/emails , excel spreadsheet , medical document , and encryption for security purpose . quality assurance .', 1, 0, 0]"
"['law enforcement', 1, 0, 0]"
"['schedule', 1, 21, 21.0]"
"['filing', 1, 4, 4.0]"
"['receptionist', 1, 1, 1.0]"
"['cpr', 1, 0, 0]"
"['basic math', 1, 0, 0]"
"['google suite', 1, 0, 0]"
"['contract', 1, 29, 29.0]"
"['legal research', 1, 0, 0]"
"['program', 3, 113, 37.666666666666664]"
"['pmp', 1, 1, 1.0]"
"['employee training', 1, 0, 0]"
"['sale', 3, 4, 1.3333333333333333]"
"['financial management', 1, 0, 0]"
"['web analytics', 1, 0, 0]"
"['airflow', 2, 3, 1.5]"
"['python scientific stack', 1, 0, 0]"
"['cobit', 1, 0, 0]"
"['macro', 1, 4, 4.0]"
"['environmental engineering', 1, 0, 0]"
"['compaction', 1, 0, 0]"
"['industrial chemical', 1, 0, 0]"
"['process design', 1, 0, 0]"
"['blending', 1, 4, 4.0]"
"['mathcad', 1, 0, 0]"
"['machine learning and deep learning', 1, 0, 0]"
"['programming and data science skill • advanced : python , perl , fortran , mathematica , and matlab • intermediate : c++ , shell scripting , java , sql , spark , hadoop , mapreduce , and tableau • basic : r , hive , pig , impala , and scala • numerical algorithm , optimization , statistical modeling and analysis , data visualization , data mining , sql query , and high-performance computing • machine learning : supervise and unsupervised machine learning , deep learning , and natural language processing • python tool : panda , recommender system , regression , scikit-learn , scipy , jupyter notebook , folium , matplotlib , numpy , seaborn , db2 , database , sql , open source tool for data science ( jupter , rstudio , watson studio , zeppelin ) • cloud computing : aws , cloudera , databricks , microsoft azure , and ibm bluemix', 1, 0, 0]"
"['hadoop hdfs', 1, 0, 0]"
"['• expertise in sql , statistical analysis package ( sas eg , sa eminer , python ) , tableau , palisade decision tool , oracle , sybase , sql server , teradata , unix , microsoft office suite , javascript , oracle/hyperion interactive reporting , toad , aqt • certify on the analytics edge course use r offer by mitx • sa certify base programmer for sa 9', 1, 0, 0]"
"['customer relationship management', 1, 0, 0]"
"['decision support', 1, 0, 0]"
"['project design', 1, 0, 0]"
"['remote sense', 2, 0, 0]"
"['relational database', 2, 0, 0]"
"['supervise experience', 1, 0, 0]"
"['laboratory information management system', 1, 0, 0]"
"['ssa', 2, 1, 0.5]"
"['team management', 2, 0, 0]"
"['fmea , six sigma', 1, 0, 0]"
"['multivariate and logistic regression , naïve bayes , decision tree', 1, 0, 0]"
"['information visualization', 1, 0, 0]"
"['panda , numpy , scipy', 1, 0, 0]"
"['python , r , spss , sql , mapreduce , arcgis , tableau', 1, 0, 0]"
"['detector development', 1, 0, 0]"
"['data acquisition', 1, 0, 0]"
"['c/c++ , mathcad , matlab , java , python', 1, 0, 0]"
"['control program', 1, 0, 0]"
"['accelerator physic', 1, 0, 0]"
"['smart grid', 1, 0, 0]"
"['telematics', 2, 6, 3.0]"
"['? analysis tool : sa , r , python , machine learning , deep learning , tensor flow , matlab , splunk , sap business object , crystal report , web analytics , google analytics , elastic search , logstash and kibana , advance analytics library such as numpy , sci-kit learn and pandas ? visualization tool : tableau , power bi , qlikview ? programming/database : java , c , c++ , mysql , html , cs , javascript , neo4j graphical db , cypher , nosql , mongodb , json ? big data : hadoop ecosystem apache , mapreduce , spark , hive , pig , yarn ? cloud : aws ec2 , aws s3 , aws lambda , dynamodb , amazon emr ? software/tools : oracle erp , ibm - maximo , amazon aws , ibs - avient crew track system , agile project management-rally , jupyter notebook , m -visio , advance excel , spreadsheet modeling ? certification : ? master in innovation management level 2- global innovation management institute , massachusetts , u.s.a ? sas certification in business intelligence and data mining ? machine learn from stanford university ? matlab and deep learning certification from mathworks ? google analytics individual qualification and google adwords certify ? embedded system design engineer with a grade from accel academy - a division of accel north america', 1, 0, 0]"
"['xcode', 2, 0, 0]"
"['uv', 1, 0, 0]"
"['gcms', 1, 0, 0]"
"['icpms', 1, 0, 0]"
"['wet chemistry', 2, 0, 0]"
"['gc', 2, 0, 0]"
"['association rule learn', 1, 0, 0]"
"['autoencoders', 2, 2, 1.0]"
"['idl', 1, 0, 0]"
"['• strong knowledge in reservoir engineering analysis , reserve report preparation and reservoir engineering software such as eclipse , cmg , fracpro , fekete ( ihs well test ) and fracpredictor • strong knowledge in 3d visualization geological software such as petrel • strong knowledge in geophysical software such as rokdoc • excellent write , communication and verbal skill ( english and arabic ) • excellent leadership skill • excellent problem solving and analytical skill • professional in microsoft office ( word , excel , powerpoint ) • strong program skill use python , c++ , and sql', 1, 0, 0]"
"['unreal engine 4', 1, 0, 0]"
"['calibration', 2, 2, 1.0]"
"['gmp process', 1, 0, 0]"
"['ir', 1, 1, 1.0]"
"['analytical testing', 1, 0, 0]"
"['vitro', 2, 0, 0]"
"['uv/vis', 1, 0, 0]"
"['icp', 1, 0, 0]"
"['statistical process control', 1, 0, 0]"
"['informatic a', 1, 0, 0]"
"['microsoft sql server 2005', 1, 0, 0]"
"['bpi', 1, 0, 0]"
"['forecast', 1, 30, 30.0]"
"['sql server 2000', 1, 0, 0]"
"['icd 9', 1, 0, 0]"
"['spark 2.0.2 , mlbase , pyspark , aws , agile , sa , jira , od , mapreduce , regression , logistic regression , random forest , neural network , avro , sa , nltk , xml , mllib , git & json .', 1, 0, 0]"
"['r programming', 4, 0, 0]"
"['multiplex flow cytometry', 1, 0, 0]"
"['multiplex cytokine analysis', 1, 0, 0]"
"['reporter assay', 1, 0, 0]"
"['cnn', 2, 10, 5.0]"
"['rnn', 2, 8, 4.0]"
"['fast.ai', 1, 0, 0]"
"['visual basic for application', 1, 0, 0]"
"['avro', 1, 0, 0]"
"['fact', 1, 14, 14.0]"
"['fact erp', 1, 0, 0]"
"['life cycle .', 1, 0, 0]"
"['ug', 1, 0, 0]"
"['write skill', 1, 0, 0]"
"['amazon redshift', 1, 0, 0]"
"['aws ( sagemaker , s3 , redshift )', 1, 0, 0]"
"['dtd', 2, 0, 0]"
"['gradle', 1, 0, 0]"
"['geospatial software', 1, 0, 0]"
"['data base', 1, 0, 0]"
"['hbase .', 1, 0, 0]"
"['bi tool : tableau desktop v8.2/9.0 , tableau server v8.2/v9.0.3 , cognos report studio 10.1.1 , cognos query studio , cognos framework manager , modelling tool : cognos framework manager and database : sql server 2008r2,2012 .', 1, 0, 0]"
"['reinforcement learning', 1, 0, 0]"
"['value analysis', 6, 0, 0]"
"['premiere', 2, 2, 1.0]"
"['adobe photoshop', 3, 0, 0]"
"['helpdesk', 1, 4, 4.0]"
"['antibody', 4, 0, 0]"
"['in vitro', 1, 0, 0]"
"['cytotoxicity', 1, 0, 0]"
"['gene expression', 2, 0, 0]"
"['transgenic', 1, 0, 0]"
"['in vivo', 1, 0, 0]"
"['biomarker', 2, 1, 0.5]"
"['clinical oncology', 1, 0, 0]"
"['precision medicine', 1, 0, 0]"
"['scientific communication', 1, 0, 0]"
"['ligand bind assay , immunoassay , protein conjugation and purification , in silico calculation , sar and confirmation analysis', 1, 0, 0]"
"['data engineering', 2, 0, 0]"
"['spark ml', 1, 0, 0]"
"['bi .', 1, 0, 0]"
"['hadoop .', 3, 0, 0]"
"['power bi .', 1, 0, 0]"
"['amazon s3', 1, 0, 0]"
"['in vivo animal model', 1, 0, 0]"
"['oncology', 1, 7, 7.0]"
"['pharmacokinetics', 1, 0, 0]"
"['linear programming', 1, 0, 0]"
"['redcap', 1, 2, 2.0]"
"['clinical informatics', 1, 0, 0]"
"['statistical analysis ( linear and logistic regression , chaid , cluster analysis , lifetime value , principal component analysis , survey sampling and design ) , spss , sql ( transact sql ) , ms office suite , tableau', 1, 0, 0]"
"['direct mail', 1, 0, 0]"
"['advertising', 2, 33, 16.5]"
"['b2c', 1, 0, 0]"
"['digital marketing', 2, 0, 0]"
"['trade show', 1, 0, 0]"
"['digital medium', 1, 0, 0]"
"['brand management', 1, 0, 0]"
"['branding', 1, 1, 1.0]"
"['medium planning', 1, 0, 0]"
"['audience segmentation', 1, 0, 0]"
"['broadcast production', 1, 0, 0]"
"['relationship management', 1, 0, 0]"
"['budget management', 1, 0, 0]"
"['budget', 1, 18, 18.0]"
"['account receivable', 1, 0, 0]"
"['zuora', 1, 0, 0]"
"['netsuite', 1, 1, 1.0]"
"['account payable', 1, 0, 0]"
"['purchasing', 1, 6, 6.0]"
"['account reconciliation', 2, 0, 0]"
"['bookkeeping', 1, 0, 0]"
"['payroll', 1, 1, 1.0]"
"['adaptive insight', 1, 0, 0]"
"['general ledger', 1, 0, 0]"
"['python , linux , sql , r , sa , aws , tableau , spark', 1, 0, 0]"
"['virology', 1, 0, 0]"
"['life science', 1, 0, 0]"
"['scientific writing', 1, 0, 0]"
"['design pattern', 1, 0, 0]"
"['angular.js', 2, 0, 0]"
"['vivo', 1, 0, 0]"
"['cell line', 1, 0, 0]"
"['biochemical', 1, 0, 0]"
"['cod', 5, 0, 0]"
"['aml', 1, 2, 2.0]"
"['award', 1, 9, 9.0]"
"['progress', 1, 48, 48.0]"
"['rna extraction', 1, 0, 0]"
"['stain', 2, 0, 0]"
"['load runner', 1, 0, 0]"
"['ab test', 1, 0, 0]"
"['log', 1, 6, 6.0]"
"['hp-ux', 2, 0, 0]"
"['it plan analysis', 1, 0, 0]"
"['palisade tool', 1, 0, 0]"
"['a/b test', 4, 0, 0]"
"['bioanalytical', 1, 0, 0]"
"['protein purification', 1, 0, 0]"
"['ion', 1, 1, 1.0]"
"['lyophilization', 1, 0, 0]"
"['microsoft sharepoint', 1, 0, 0]"
"['peoplesoft', 2, 0, 0]"
"['language : english , mandarin', 1, 0, 0]"
"['adobe indesign', 1, 0, 0]"
"['adobe illustrator', 3, 0, 0]"
"['filemaker pro', 1, 0, 0]"
"['microsoft office ( word , excel )', 1, 0, 0]"
"['erwin r9.1 , sql server 2008 , business object xi , m excel 2010 , informatica , rational rise , oracle 10g , sa , sql , pl/sql , ssrs , ssis , t-sql , netezza , tableau , xml , ddl , toad for data analysis , teradata sql assistant .', 2, 0, 0]"
"['python 3.2/2.7 , hive , oozie , tableau , informatica 9.0 , html5 , cs , xml , mysql , ms sql server 2008/2012 , javascript , aws , s3 , ec2 , linux , jupyter notebook , rnn , ann , spark , hadoop', 1, 0, 0]"
"['unit test', 1, 0, 0]"
"['telecom', 1, 1, 1.0]"
"['test case', 1, 0, 0]"
"['jdbc', 2, 2, 1.0]"
"['r , salesforce , sql , html , cs , google suite , m word , excel , access , powerpoint , prezi , access , excel , tableau , illustrator , photoshop , nvivo , limesurvey , survey monkey , arcgis , spss , sa , & stata', 1, 0, 0]"
"['access 2010', 1, 0, 0]"
"['m access 2010', 1, 0, 0]"
"['actuarial', 1, 9, 9.0]"
"['e-commerce', 1, 0, 0]"
"['recommender system', 1, 0, 0]"
"['business intelligence .', 1, 0, 0]"
"['python 3x , cloudera , hadoop , apache spark , hive , numpy , nltk , pandas , scipy , map reduce , tableau , sqoop , hbase , oozie , hdfs , pyspark , nosql , tableau , dynamodb , mongo db , teradata , sql server , aws redshift .', 2, 0, 0]"
"['system analyst', 1, 0, 0]"
"['dashboard', 1, 13, 13.0]"
"['ledger', 2, 0, 0]"
"['ticket system : salesforce cloud , zendesk , samage', 1, 0, 0]"
"['hdfs .', 1, 0, 0]"
"['od .', 1, 0, 0]"
"['operational data store', 1, 0, 0]"
"['window 8 , sa v9.4 , sas/eg , python , sas/base , sas/access , sas/macro , sas/sql , sas/graph , sas/stat , sas/connect , ms sql server , oracle , teradata , ms-excel , tableau 8.2 , qlikview 9.0 sr2', 1, 0, 0]"
"['database management system', 2, 0, 0]"
"['ims', 1, 1, 1.0]"
"['python , machine learning algorithm , time series model , mysql , hadoop mapreduce , tableau , sap lumira , r programming , db2 , window , linux , ggplot , apache spark , qlikview .', 1, 0, 0]"
"['sas visual analytics', 2, 0, 0]"
"['weka', 1, 14, 14.0]"
"['web development', 1, 0, 0]"
"['technical writing', 1, 0, 0]"
"['requirement management', 1, 0, 0]"
"['data analysis .', 1, 0, 0]"
"['oauth', 1, 0, 0]"
"['neural net', 1, 0, 0]"
"['elasticsearch', 5, 8, 1.6]"
"['gnu', 1, 0, 0]"
"['ibm cognos', 1, 0, 0]"
"['sas e-miner', 1, 0, 0]"
"['data analysis - [ r ( data mining ) , python ( machine learning , webscraping ) , sas ( statistical modelling ) , spss , hadoop mapreduce , spark , scala ]', 1, 0, 0]"
"['m office suit - [ word , excel ]', 1, 0, 0]"
"['data visualization - [ tableau , html , cs , javascript , d3 ]', 1, 0, 0]"
"['other tool - [ matlab , c , c++ , java ]', 1, 0, 0]"
"['engineering analysis', 1, 0, 0]"
"['product design', 1, 0, 0]"
"['strategic partnership', 1, 0, 0]"
"['market analysis', 1, 0, 0]"
"['tableau desktop', 1, 0, 0]"
"['rational rise', 2, 0, 0]"
"['swift', 1, 0, 0]"
"['ansys', 1, 0, 0]"
"['titration', 1, 0, 0]"
"['viscometer', 1, 0, 0]"
"['laboratory equipment', 1, 0, 0]"
"['exhaust', 1, 0, 0]"
"['nexus', 1, 6, 6.0]"
"['r-project', 1, 0, 0]"
"['cloud storage', 1, 0, 0]"
"['da', 1, 1, 1.0]"
"['clariion', 1, 0, 0]"
"['emc dmx', 1, 0, 0]"
"['dmx', 1, 0, 0]"
"['emc srdf', 1, 0, 0]"
"['srdf', 1, 0, 0]"
"['emc vmax', 1, 0, 0]"
"['vmax', 1, 0, 0]"
"['vnx', 1, 0, 0]"
"['xiv', 1, 0, 0]"
"['enterprise storage', 1, 0, 0]"
"['enterprise storage array', 1, 0, 0]"
"['hp eva', 1, 0, 0]"
"['eva', 1, 0, 0]"
"['ibm flash copy', 1, 0, 0]"
"['flash copy', 1, 0, 0]"
"['svc', 1, 1, 1.0]"
"['bigquery', 2, 14, 7.0]"
"['r ( dplyr , ggplot2 , shiny , plotly )', 1, 0, 0]"
"['python ( numpy , scipy , pandas , scikit-learn , matplotlib , nltk , opencv , beautiful soup , python ide ) , pyspark , java', 1, 0, 0]"
"['classification , regression ( linear , logistic ) , cluster ( k-mean , hierarchical ) , neural net , rnn , cnn , lstm , random forest , knn , svm , glm , mlr , anomaly detection , recommender system', 1, 0, 0]"
"['rdbms ( microsoft sql server , oracle db ) , mysql', 1, 0, 0]"
"['? spark , hadoop/mapreduce , hive , impala , scala , pig , kafka', 1, 0, 0]"
"['? spss , sa , python , r , ggplot2 , dplyr , cart , scipy , sklearn', 1, 0, 0]"
"['? amazon web service ( aws-ec2 , redshift , emr ) , google analytics', 1, 0, 0]"
"['? spotfire , tableau , power bi and shiny', 1, 0, 0]"
"['? pycharm , eclipse , netbeans , intellij ? window , unix', 1, 0, 0]"
"['big administrative dataset', 1, 0, 0]"
"['claim data', 1, 0, 0]"
"['ehr data', 1, 0, 0]"
"['asp', 1, 0, 0]"
"['ii', 1, 10, 10.0]"
"['asp.net', 1, 0, 0]"
"['mvc', 1, 0, 0]"
"['hippa', 1, 0, 0]"
"['recruitment', 1, 34, 34.0]"
"['gpr', 1, 0, 0]"
"['publishing', 1, 11, 11.0]"
"['change management .', 1, 0, 0]"
"['jms', 1, 0, 0]"
"['data warehouse .', 1, 0, 0]"
"['oltp', 1, 3, 3.0]"
"['online analytical processing', 1, 0, 0]"
"['geographical information system', 1, 0, 0]"
"['digital image', 1, 0, 0]"
"['erwin r9.1 , sql server 2008 , business object xi , m excel 2010 , informatica , rational rise , oracle 10g , sa , sql , pl/sql , ssrs , ssis , t-sql , netezza , tableau , xml , ddl , toad for data analysis , teradata sql assistant', 1, 0, 0]"
